SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,CATEGORY
42,111,0,0,1212,1,7,3
59,96,0,0,1413,35,7,3
238,100,0,0,835,18,8,6
265,111,0,0,433,10,15,3
238,67,0,0,2522,36,8,6
5,90,0,1,1422,26,3,6
238,105,1,0,2011,40,9,6
113,85,0,0,1831,42,11,1
271,85,1,0,1114,28,16,4
265,107,0,0,222,4,15,3
247,16,0,0,131,3,8,2
123,96,0,1,522,21,24,2
262,96,0,0,2211,19,24,3
260,85,1,0,1834,2,24,3
96,16,1,1,924,15,9,6
265,90,0,1,2211,19,15,3
108,96,0,0,412,8,12,1
265,111,0,0,1523,37,15,3
238,16,0,0,1523,37,8,6
261,96,0,0,2521,31,15,3
96,16,0,1,1132,24,9,6
122,108,0,1,432,10,24,2
261,96,0,1,533,10,15,3
5,117,0,0,713,16,3,6
261,16,0,0,1523,37,15,3
59,111,0,0,723,16,7,3
5,111,0,0,921,12,3,6
238,43,0,0,1914,46,8,6
59,111,0,0,332,5,7,3
265,111,0,0,533,10,15,3
59,111,0,0,932,16,7,3
108,16,0,0,1935,43,12,1
123,92,0,0,713,16,24,2
59,111,0,0,1232,34,7,3
218,5,1,0,1654,41,16,2
81,96,0,0,2213,19,12,1
261,96,0,1,734,17,15,3
56,16,0,1,2023,48,2,6
237,96,0,1,1513,29,18,5
5,107,0,0,1431,1,3,6
260,100,1,0,1431,1,24,3
96,111,0,1,1211,36,9,6
238,16,0,1,1225,27,8,6
113,55,0,0,1223,27,11,1
238,107,0,0,1233,25,8,6
21,100,1,0,2211,19,4,6
238,108,0,0,924,15,9,6
123,96,0,1,834,18,24,2
16,16,0,1,1012,24,4,6
238,73,0,0,1834,2,9,6
169,16,0,0,1925,46,2,6
265,111,0,0,1234,25,15,3
265,37,0,0,1822,27,15,3
96,99,0,1,2534,26,9,6
113,85,0,0,921,12,11,1
59,111,0,0,1224,27,7,3
113,96,0,0,431,10,11,1
96,96,0,1,722,20,9,6
238,54,0,0,213,3,9,6
269,96,0,0,2232,21,5,3
271,111,0,0,1132,24,16,4
265,111,0,0,423,7,15,3
111,100,0,0,1433,32,5,3
265,90,0,0,1924,44,15,3
59,96,0,0,824,16,7,3
263,111,1,0,1651,41,24,3
102,111,1,0,2534,26,24,2
96,16,1,1,1724,33,9,6
238,52,0,0,1834,42,8,6
102,111,1,0,2533,37,24,2
59,111,0,0,232,20,7,3
122,96,0,1,2233,21,24,2
271,90,1,0,631,8,16,4
4,16,0,0,422,7,24,6
247,16,0,0,1431,1,8,2
261,107,1,0,1012,24,15,3
224,92,0,0,1923,44,23,4
6,38,0,0,1034,25,9,6
111,108,0,0,211,4,5,3
284,111,0,0,624,8,24,2
5,16,0,1,621,17,3,6
59,14,0,0,614,17,7,3
261,16,0,0,2532,37,15,3
238,107,0,0,2223,21,8,6
96,16,0,1,925,20,9,6
261,38,0,0,2223,21,15,3
59,111,0,0,1523,37,7,3
265,111,0,0,324,7,15,3
59,111,0,0,1225,27,7,3
248,97,0,0,523,9,7,3
130,69,0,0,333,5,12,1
261,16,0,0,2422,49,15,3
185,111,0,0,2533,37,24,2
108,16,0,0,2222,21,12,1
238,100,0,0,1235,25,9,6
247,43,0,0,1632,38,8,2
269,87,1,0,1125,28,5,3
5,16,0,1,225,20,3,6
123,16,0,0,2424,49,24,2
123,16,0,0,1233,28,24,2
59,111,0,0,835,18,7,3
5,16,0,0,614,18,3,6
66,14,0,0,322,6,10,3
45,96,0,0,1612,41,12,1
59,111,0,0,1224,34,7,3
80,67,0,0,1215,27,11,1
262,16,0,0,2433,48,24,3
238,47,0,0,221,4,9,6
108,16,0,0,1212,36,12,1
265,111,0,0,1135,28,15,3
238,107,0,0,1821,27,9,6
238,107,0,0,814,22,9,6
266,43,0,0,1233,28,7,3
123,16,0,1,1422,26,24,2
5,107,0,0,1233,25,3,6
59,111,0,0,2433,48,7,3
238,111,0,0,133,4,9,6
238,107,0,0,424,10,9,6
59,111,0,1,1231,28,7,3
265,122,0,0,414,7,15,3
5,37,0,1,212,4,3,6
219,47,1,0,334,7,8,6
5,111,0,0,2232,21,3,6
238,108,0,0,912,12,8,6
238,80,0,0,1422,26,8,6
199,107,1,0,925,3,19,0
111,16,0,0,522,21,5,3
5,111,0,0,922,15,4,6
261,97,0,0,824,16,15,3
238,106,0,0,213,3,9,6
59,99,0,0,1431,1,7,3
59,111,0,0,633,8,7,3
261,96,0,0,621,6,15,3
238,111,0,1,2423,49,8,6
238,96,0,0,1423,26,8,6
238,16,0,0,2022,48,9,6
271,111,1,0,131,34,16,4
238,16,0,1,1423,26,8,6
111,16,0,0,333,5,5,3
5,14,0,0,814,22,3,6
238,107,0,0,712,16,9,6
225,16,0,0,631,6,16,4
271,107,1,0,1013,22,16,4
96,16,0,1,234,5,9,6
81,100,0,0,112,34,12,1
122,96,0,1,533,10,24,2
238,107,1,0,1133,24,9,6
238,96,0,1,2233,21,8,6
116,74,0,0,1823,27,12,1
96,111,0,1,1133,24,9,6
254,6,0,0,1651,41,12,1
96,16,0,1,1522,29,9,6
115,73,1,0,1513,29,19,0
111,23,0,0,1831,42,5,3
260,16,0,0,2022,48,24,3
265,99,0,0,1011,24,15,3
261,100,0,0,223,4,15,3
265,111,0,0,825,16,15,3
96,16,0,1,331,5,9,6
238,96,0,0,1523,37,9,6
238,107,1,1,624,6,8,6
10,111,0,0,2213,19,4,6
96,16,0,1,932,16,9,6
123,96,0,1,2534,37,24,2
5,111,0,0,712,16,3,6
265,90,0,1,1135,27,15,3
269,16,0,0,2221,18,5,3
96,14,0,1,1531,37,9,6
96,96,0,1,1511,29,9,6
238,98,0,0,1911,47,8,6
116,6,0,0,814,23,12,1
247,96,0,0,1411,35,8,2
238,111,0,0,1131,28,9,6
238,16,0,0,311,20,9,6
238,98,0,0,732,6,9,6
11,111,0,0,1234,25,4,6
265,111,0,0,414,8,15,3
2,16,0,1,913,11,4,6
238,100,1,0,231,3,9,6
269,100,0,0,2413,50,5,3
265,111,0,1,1511,29,15,3
96,96,0,1,812,13,9,6
116,96,0,0,1121,26,12,1
261,16,0,1,1731,30,15,3
96,96,0,1,422,7,9,6
10,96,0,1,2411,50,3,6
123,96,0,0,1233,28,24,2
255,109,0,0,1223,27,12,1
96,16,0,1,1031,22,9,6
59,111,0,0,1231,27,7,3
247,96,0,1,533,10,8,2
265,122,0,0,411,8,24,3
260,67,0,0,1221,27,24,3
2,16,0,1,713,16,4,6
148,67,0,0,524,21,24,2
96,96,0,1,834,18,9,6
96,16,1,1,1225,28,9,6
96,96,0,1,813,13,9,6
28,14,0,0,311,20,4,6
238,106,0,0,712,16,8,6
265,111,0,0,933,20,15,3
271,107,1,0,313,20,16,4
81,43,0,0,122,42,12,1
116,107,0,0,131,3,12,1
261,105,0,0,432,10,15,3
96,97,1,1,815,14,9,6
238,14,0,0,2412,50,8,6
59,111,0,0,922,15,7,3
199,96,1,0,732,6,19,0
8,111,0,0,1614,41,4,6
10,111,0,0,813,13,4,6
238,67,0,0,1133,24,9,6
238,107,0,0,421,7,9,6
248,111,1,0,1132,28,7,3
238,60,0,0,1431,1,8,6
111,43,0,0,1432,32,5,3
247,90,0,1,1234,25,8,2
238,107,0,0,1925,46,9,6
238,90,0,0,431,10,9,6
59,16,0,0,1235,25,7,3
261,14,0,0,414,7,15,3
42,111,0,0,621,17,7,3
265,111,0,0,214,4,15,3
261,50,0,0,813,13,15,3
122,16,0,0,1614,41,24,2
265,52,1,0,815,23,15,3
285,96,0,1,614,18,24,2
181,107,0,0,1132,24,24,2
238,43,0,0,124,28,9,6
238,107,0,1,734,17,9,6
271,107,1,0,1024,25,16,4
151,111,1,0,733,16,19,0
238,23,0,0,1234,25,9,6
261,22,0,0,111,42,15,3
174,111,1,0,2234,21,23,2
96,108,0,1,1231,28,9,6
197,54,1,0,123,4,19,0
96,96,0,1,2211,19,9,6
123,16,0,0,1125,27,24,2
96,16,1,1,2022,48,9,6
247,16,0,0,1412,35,8,2
59,111,0,0,1133,24,7,3
96,16,0,1,2412,50,9,6
238,91,0,0,2432,49,8,6
8,108,1,0,122,34,3,6
265,106,0,0,1811,43,15,3
96,16,1,1,1522,29,9,6
238,90,1,0,1134,24,9,6
59,111,1,0,825,16,7,3
258,105,0,0,1422,26,15,3
265,111,0,0,1831,42,15,3
59,111,0,0,624,8,7,3
59,111,0,0,632,6,7,3
198,111,1,0,2413,50,19,0
247,16,0,1,1513,29,8,2
5,111,0,1,1123,28,3,6
265,111,0,0,911,12,15,3
148,97,1,0,613,17,24,2
236,16,0,1,823,14,2,2
238,33,0,1,1821,27,8,6
148,0,0,0,131,3,24,2
271,90,0,0,632,6,16,4
261,16,0,0,424,10,15,3
8,16,0,0,731,6,4,6
277,107,1,0,1924,44,16,4
203,14,1,0,1121,27,19,0
238,96,0,1,2222,21,8,6
261,96,0,0,1613,41,15,3
265,111,0,0,312,20,15,3
96,16,1,1,513,9,9,6
96,96,0,1,1013,22,9,6
269,16,0,0,1933,32,5,3
238,33,0,1,434,10,8,6
5,96,1,0,1114,28,3,6
66,111,0,0,831,17,10,3
265,16,0,1,612,17,15,3
17,111,0,1,934,20,4,6
170,16,0,0,131,3,18,5
59,111,0,0,413,8,7,3
238,108,0,0,832,16,8,6
238,23,0,0,2525,26,9,6
96,16,0,1,613,17,9,6
223,107,0,0,1121,27,18,5
261,96,0,0,414,7,15,3
265,111,0,0,1022,24,15,3
96,16,1,1,121,34,9,6
207,107,1,0,1131,28,19,0
261,96,0,0,413,8,15,3
115,121,1,0,1121,27,19,0
265,122,0,0,1022,24,15,3
238,108,0,0,2412,50,8,6
96,16,1,1,1021,24,9,6
265,111,0,0,314,20,15,3
265,111,0,0,512,9,15,3
5,111,0,0,924,12,3,6
234,96,0,0,2212,19,24,2
5,107,0,0,2424,49,3,6
238,107,0,1,512,21,8,6
108,16,0,0,1924,44,12,1
59,85,0,0,334,7,7,3
16,16,0,1,823,14,4,6
261,96,0,0,1623,45,15,3
17,90,0,1,133,4,4,6
59,111,0,0,1215,27,7,3
96,16,1,1,2511,30,9,6
261,100,0,0,913,11,15,3
10,111,1,0,924,15,3,6
99,96,0,1,832,16,21,2
265,111,0,0,823,15,15,3
285,96,0,1,1612,41,24,2
238,111,0,1,1113,28,9,6
96,96,0,1,2535,36,9,6
260,96,0,1,734,17,24,3
115,99,1,0,1533,29,19,0
238,80,0,0,132,3,9,6
10,111,0,0,822,14,3,6
59,90,0,0,123,34,7,3
108,96,0,0,923,14,12,1
238,105,0,0,2212,19,9,6
111,96,0,0,831,17,5,3
155,111,1,0,312,20,19,0
260,16,0,0,1813,43,24,3
265,111,0,0,1132,24,15,3
238,111,0,0,1832,42,9,6
111,16,0,0,1712,39,5,3
10,111,0,1,825,16,3,6
261,96,0,0,1233,28,15,3
238,74,1,0,2011,40,9,6
265,107,0,1,2011,40,15,3
96,96,0,1,713,16,9,6
271,99,1,0,511,9,16,4
169,85,0,0,235,5,2,6
59,111,0,0,1824,2,7,3
66,43,0,0,832,17,10,3
265,90,0,0,2221,21,15,3
119,111,0,0,1422,26,24,2
203,111,1,0,1115,28,19,0
111,96,0,0,2211,19,5,3
10,16,0,0,412,8,4,6
261,67,0,0,513,9,15,3
59,111,0,0,1235,25,7,3
5,16,0,1,631,8,3,6
5,111,0,0,1024,25,3,6
238,41,1,0,1913,46,8,6
261,96,1,0,825,16,15,3
42,111,0,0,1234,25,7,3
261,16,0,1,331,5,15,3
59,111,0,0,2234,21,7,3
265,111,0,0,1231,27,15,3
96,96,0,1,414,8,9,6
8,96,1,1,2233,21,3,6
17,16,0,1,232,20,4,6
238,107,0,0,933,20,8,6
273,111,0,0,1231,27,24,6
156,111,1,0,1834,42,19,0
248,111,0,0,1231,28,7,3
271,107,1,0,1135,28,16,4
10,69,1,0,1233,28,3,6
185,111,0,0,232,20,24,2
96,16,0,1,133,3,9,6
225,111,0,0,324,7,16,4
108,16,0,0,433,10,12,1
261,96,0,1,522,21,15,3
261,74,0,0,123,4,15,3
284,111,0,0,1731,30,24,2
198,111,1,0,2522,26,19,0
96,16,0,1,1914,46,9,6
260,96,0,0,1224,34,24,3
96,16,0,1,1723,33,9,6
238,96,0,1,2212,19,8,6
265,111,0,0,322,6,15,3
119,111,1,0,111,42,24,2
271,107,1,0,832,16,16,4
96,37,0,1,212,4,9,6
111,16,0,0,421,7,5,3
247,16,0,1,722,6,8,2
271,16,1,0,333,5,16,4
119,111,1,0,2525,31,24,2
111,96,0,0,2413,50,5,3
96,16,0,1,511,9,9,6
261,96,0,0,1022,24,15,3
96,111,0,1,725,16,9,6
238,96,0,1,324,5,8,6
261,16,0,0,432,10,15,3
224,111,1,0,1031,22,23,4
238,122,0,0,2411,50,8,6
10,16,0,0,1235,25,4,6
59,111,0,0,2221,21,7,3
96,107,0,1,2515,30,9,6
5,14,0,0,2514,31,3,6
10,96,1,0,1832,42,3,6
262,16,0,0,614,18,24,3
183,104,0,1,1124,27,21,2
150,100,1,0,1224,27,22,4
265,111,0,0,2223,9,15,3
42,111,0,0,924,15,7,3
238,107,0,0,1733,33,8,6
218,11,1,0,1651,41,16,2
59,90,0,0,433,10,7,3
64,90,1,0,1632,38,6,3
265,90,0,0,122,34,15,3
96,16,0,1,234,4,9,6
122,16,0,0,234,4,24,2
238,96,1,0,524,21,8,6
261,16,0,0,334,7,15,3
102,111,1,0,623,6,24,2
113,43,0,0,1222,27,11,1
238,16,0,0,825,16,8,6
225,111,0,0,532,9,16,4
238,107,0,0,1014,24,9,6
85,54,0,0,111,34,18,5
5,111,0,0,531,9,4,6
81,73,0,0,1231,27,12,1
238,14,0,0,2521,31,9,6
238,16,0,1,424,10,8,6
116,19,0,0,1034,28,12,1
261,16,0,0,1133,24,15,3
155,111,1,0,1522,29,19,0
181,90,0,0,723,16,24,2
238,16,0,1,423,7,8,6
96,108,0,1,1833,42,9,6
96,107,0,1,1823,27,9,6
42,111,0,0,1814,43,7,3
238,16,1,0,823,15,8,6
262,16,1,0,1112,27,24,3
261,96,0,0,614,18,15,3
13,90,1,0,824,14,18,5
265,111,0,0,334,7,15,3
260,67,1,0,211,3,24,3
130,96,0,0,834,18,12,1
8,96,0,1,1133,28,4,6
265,85,0,1,221,4,15,3
59,67,0,0,935,20,7,3
261,96,0,0,726,16,15,3
225,90,0,0,331,5,16,4
269,97,0,0,1723,45,5,3
238,96,0,0,213,3,8,6
85,16,0,0,2413,50,18,5
238,52,1,0,113,34,9,6
112,92,1,0,1414,1,19,0
265,96,0,0,2212,19,15,3
10,98,0,0,823,14,4,6
272,107,1,0,131,3,16,4
254,108,0,0,123,34,12,1
254,100,0,0,1834,42,12,1
42,111,0,0,1922,32,7,3
285,96,0,1,2212,19,24,2
59,111,0,0,1834,42,7,3
260,83,0,0,2423,49,24,3
276,111,1,0,931,20,16,4
96,16,0,1,1134,24,9,6
17,96,0,1,513,9,4,6
59,116,0,0,713,16,7,3
265,111,0,0,1634,30,15,3
111,16,0,0,2411,50,5,3
248,67,1,0,711,20,7,3
238,105,0,0,1111,37,9,6
271,111,1,0,731,6,16,4
66,14,0,0,631,8,10,3
260,16,0,1,613,17,24,3
81,100,0,0,1932,32,12,1
285,16,0,1,1925,46,24,2
261,43,0,0,1423,1,15,3
271,111,1,0,1213,27,16,4
238,111,0,0,1231,27,8,6
285,16,0,1,222,4,24,2
199,14,1,0,1132,24,19,0
238,16,0,1,1433,32,8,6
265,111,0,0,1232,34,15,3
96,122,0,1,123,34,9,6
59,111,0,0,722,20,7,3
238,16,0,1,821,12,8,6
111,97,0,0,1011,24,5,3
265,111,0,0,1034,12,15,3
96,16,0,1,2533,37,9,6
81,16,0,0,1914,46,12,1
238,100,0,0,1424,1,8,6
122,96,0,1,432,10,24,2
198,14,1,0,1221,27,19,0
17,69,1,1,522,9,4,6
265,67,0,0,331,5,15,3
111,100,0,0,1112,37,5,3
265,111,0,0,614,21,15,3
42,111,0,0,1214,27,7,3
59,111,0,0,1632,38,7,3
261,96,0,0,1434,32,15,3
59,111,0,0,913,11,7,3
261,98,0,0,624,6,15,3
81,69,0,0,823,15,12,1
122,111,0,0,1832,2,24,2
122,96,0,0,2033,47,24,2
10,16,0,0,2531,29,4,6
238,96,0,0,532,9,9,6
238,16,0,1,314,20,8,6
115,107,1,0,1532,28,19,0
96,16,0,1,825,16,9,6
261,98,0,1,1523,37,15,3
238,16,0,0,2433,40,9,6
238,96,0,1,1234,25,9,6
5,122,0,0,1422,26,3,6
64,111,0,0,224,3,6,3
238,107,1,0,2512,36,8,6
96,67,0,1,2533,37,9,6
255,107,0,0,333,5,12,1
265,111,0,0,1634,31,15,3
8,90,0,0,933,20,4,6
197,111,1,0,1011,24,19,0
96,16,0,1,1531,37,9,6
111,16,0,0,234,5,5,3
81,18,0,0,1932,32,12,1
96,74,0,1,1834,42,9,6
258,107,0,0,1434,1,15,3
122,16,0,0,825,16,24,2
96,107,0,1,933,20,9,6
108,16,0,0,823,15,12,1
261,16,0,0,2533,37,15,3
111,27,0,0,1925,44,5,3
99,96,0,1,1215,27,21,2
81,85,0,0,2032,47,12,1
96,96,1,1,434,10,9,6
59,111,0,0,2011,50,7,3
96,16,0,1,1123,28,9,6
42,90,0,0,2433,48,7,3
96,96,1,1,811,13,9,6
248,111,0,0,524,21,7,3
238,107,0,0,2535,36,9,6
238,111,0,0,333,5,8,6
198,111,1,0,931,15,19,0
111,100,0,0,1733,35,5,3
8,85,0,1,825,16,4,6
116,16,0,0,1533,28,12,1
62,22,1,0,2221,21,12,1
238,16,0,1,1135,28,8,6
238,122,0,0,1813,2,9,6
265,111,0,0,2232,21,15,3
96,111,0,1,1235,25,9,6
238,111,0,0,621,17,9,6
96,16,0,1,2022,48,9,6
284,111,1,0,815,14,24,2
265,111,0,0,2234,21,15,3
238,67,0,0,331,5,9,6
252,6,0,0,814,23,12,1
238,96,0,0,1434,32,8,6
99,90,0,1,1031,22,21,2
247,96,0,0,825,16,8,2
260,74,0,0,624,8,24,3
42,111,0,0,225,3,7,3
96,16,1,1,1422,26,9,6
111,69,0,0,1935,43,5,3
257,7,1,0,1653,41,24,3
42,111,0,0,1933,44,7,3
130,16,0,0,713,16,12,1
238,111,0,0,913,11,8,6
238,113,0,0,423,10,9,6
96,111,1,1,612,17,9,6
96,16,0,1,1614,41,9,6
96,16,0,1,1223,27,9,6
271,16,1,0,224,3,16,4
71,107,0,0,522,21,24,6
96,43,0,1,813,13,9,6
261,96,0,0,532,9,15,3
6,88,0,0,1122,28,9,6
238,100,0,0,131,3,8,6
96,96,0,1,1613,41,9,6
5,107,0,0,533,10,3,6
271,107,0,0,634,9,16,4
17,16,0,1,1022,24,4,6
238,73,0,0,2024,46,9,6
111,16,0,0,713,16,5,3
207,107,1,0,1132,24,19,0
260,45,0,0,1913,46,24,3
238,67,0,0,1223,27,9,6
80,98,0,0,1834,42,11,1
99,43,1,0,2533,37,21,2
238,98,0,0,122,42,8,6
62,43,0,0,131,34,12,1
238,107,0,0,733,16,9,6
96,16,0,1,1622,45,9,6
75,85,0,0,825,16,12,1
10,16,0,1,422,7,3,6
265,90,1,0,1913,46,15,3
284,111,0,0,523,9,24,2
59,111,0,0,322,6,7,3
23,92,1,0,321,6,9,6
247,96,0,0,431,7,8,2
5,111,0,1,1133,24,3,6
108,85,0,0,913,11,12,1
247,96,0,1,2521,31,8,2
5,111,0,0,411,8,4,6
59,111,0,0,1212,1,7,3
271,52,1,0,914,11,16,4
113,68,0,0,1712,39,11,1
102,111,0,0,925,20,24,2
285,100,0,1,1915,46,24,2
260,96,0,0,1633,38,24,3
238,111,1,0,423,7,9,6
111,43,0,0,123,4,5,3
265,111,0,1,1124,28,15,3
10,111,0,0,2022,48,4,6
5,111,0,0,1732,30,4,6
247,73,0,0,1915,46,8,2
238,96,0,1,614,18,8,6
269,16,0,0,222,5,5,3
238,105,0,0,2011,40,9,6
238,106,0,0,732,6,9,6
238,111,0,0,2533,36,9,6
96,16,0,1,733,16,9,6
59,90,0,0,1232,34,7,3
269,98,0,0,1211,36,5,3
81,16,0,0,222,4,12,1
59,30,0,0,632,6,7,3
290,96,0,1,1624,38,24,6
59,111,0,0,1622,45,7,3
262,16,0,1,213,3,24,3
96,96,1,1,1913,46,9,6
238,45,0,0,1915,46,8,6
96,16,0,1,1731,30,9,6
258,111,0,0,733,17,15,3
238,111,0,0,1933,44,9,6
148,43,0,0,2213,19,24,2
265,111,0,0,1624,45,15,3
32,47,0,0,623,6,4,6
45,16,0,0,123,34,12,1
10,14,0,0,1222,27,2,6
247,16,0,1,2525,31,8,2
261,96,0,0,533,10,15,3
23,107,1,0,111,42,9,6
123,96,0,1,812,13,24,2
107,96,0,1,1034,24,12,1
238,111,0,0,324,7,9,6
271,90,1,0,832,16,16,4
116,107,0,0,1224,27,12,1
265,111,0,0,1033,24,15,3
260,7,1,0,813,13,24,3
248,14,0,0,733,17,7,3
108,96,0,0,1913,46,12,1
203,111,1,0,1113,28,19,0
238,16,0,0,1824,27,8,6
261,90,0,0,1814,43,15,3
240,111,1,0,1131,24,17,5
238,43,0,0,611,17,9,6
265,111,0,0,221,3,15,3
238,99,0,1,2213,19,8,6
271,90,1,0,512,9,16,4
238,111,0,0,114,42,8,6
59,111,0,0,1434,32,7,3
238,38,0,0,1221,27,8,6
238,83,0,0,1722,39,9,6
96,16,1,1,1221,36,9,6
261,16,0,0,231,20,15,3
116,85,0,0,2532,37,12,1
10,48,0,0,324,8,4,6
10,107,0,0,423,10,4,6
265,122,0,0,1233,25,15,3
111,108,0,0,1914,46,5,3
261,100,0,0,2033,47,15,3
96,96,0,1,632,6,9,6
261,16,0,0,1531,37,15,3
238,36,0,0,423,7,8,6
238,111,0,1,1522,29,8,6
260,96,0,0,2013,48,24,3
96,96,1,1,933,20,9,6
238,83,0,0,2423,49,9,6
55,100,0,0,1214,27,5,3
238,106,0,0,1412,35,8,6
111,100,0,0,1621,39,5,3
238,111,0,0,2233,21,9,6
59,111,0,0,831,23,7,3
238,74,1,0,113,4,9,6
59,111,1,0,2212,19,7,3
2,16,0,1,733,17,4,6
5,16,0,1,224,3,3,6
238,111,1,0,434,7,9,6
91,85,0,0,1431,1,7,3
238,80,0,0,234,5,8,6
169,100,0,0,333,5,2,6
96,96,0,1,823,23,9,6
261,96,0,1,835,18,15,3
247,16,0,1,312,20,8,2
238,88,1,0,1423,26,9,6
10,107,0,0,1223,27,4,6
96,96,0,1,1631,29,9,6
49,107,0,0,1925,46,2,6
271,107,1,0,312,20,16,4
96,96,0,1,1523,37,9,6
265,111,0,0,1925,44,15,3
238,106,0,0,221,3,9,6
45,111,0,0,114,42,12,1
122,96,0,1,314,5,24,2
59,111,0,0,815,14,7,3
111,16,0,0,334,7,5,3
123,16,0,1,621,17,24,2
96,16,0,1,1135,28,9,6
265,111,0,0,233,20,15,3
265,16,1,1,1033,24,15,3
269,97,0,0,1613,41,5,3
42,90,0,0,914,11,7,3
261,16,0,0,1723,33,15,3
96,107,0,1,1511,29,9,6
39,111,0,0,1533,28,23,4
261,107,0,0,2222,21,15,3
108,16,0,0,2411,50,12,1
96,96,0,1,1933,44,9,6
271,111,1,0,2223,21,16,4
238,16,0,0,234,5,8,6
96,96,0,1,815,22,9,6
102,111,0,0,2432,49,24,2
238,106,1,0,2211,19,9,6
155,107,1,0,334,7,19,0
238,111,0,0,613,17,8,6
265,111,0,0,1221,27,15,3
262,16,0,0,333,5,24,3
96,16,0,1,822,14,9,6
5,111,0,0,821,12,4,6
2,96,0,1,732,6,4,6
238,43,0,0,815,23,9,6
59,85,0,0,213,3,7,3
23,107,1,0,2534,36,9,6
258,54,0,0,813,13,15,3
247,96,0,0,824,15,8,2
238,88,0,0,824,15,9,6
130,67,0,0,1112,37,12,1
261,16,0,0,2024,48,15,3
59,111,0,0,1234,25,7,3
111,100,0,0,1034,25,5,3
116,16,0,0,2531,29,12,1
5,96,0,0,831,17,3,6
116,100,0,0,1731,30,12,1
225,14,0,0,512,9,16,4
59,111,0,1,2432,49,7,3
238,96,0,1,524,21,8,6
85,111,0,0,611,17,18,5
238,80,0,0,2521,31,8,6
261,96,0,0,713,16,15,3
10,16,0,0,321,5,3,6
284,111,1,0,734,17,24,2
261,16,0,0,1114,28,15,3
102,111,0,0,1112,27,24,2
261,96,0,0,423,10,15,3
238,107,0,0,1231,28,8,6
10,111,0,1,1124,28,4,6
10,23,0,0,234,5,4,6
247,107,0,1,1211,26,8,2
284,111,1,0,831,16,24,2
265,90,0,0,1033,24,15,3
283,16,0,1,212,4,24,6
203,14,1,0,831,15,19,0
59,111,0,0,431,10,7,3
17,96,0,1,825,16,4,6
269,97,1,0,812,13,5,3
238,85,0,0,1423,1,8,6
238,16,0,1,1232,34,8,6
96,96,0,1,933,20,9,6
261,96,0,1,1524,37,15,3
238,16,0,0,813,13,9,6
265,111,0,0,633,6,15,3
8,96,0,1,613,17,3,6
248,111,0,0,413,8,7,3
272,52,1,0,113,4,16,4
247,96,0,0,1234,25,8,2
116,111,0,0,821,14,12,1
238,67,0,1,1434,1,8,6
16,16,1,1,311,20,4,6
238,105,0,0,314,5,9,6
10,16,0,0,612,17,4,6
96,111,0,1,632,8,9,6
265,90,0,0,331,5,15,3
238,100,0,0,1133,24,9,6
96,96,0,1,723,16,9,6
238,99,1,0,533,10,9,6
59,111,0,0,2534,26,7,3
265,111,0,0,835,18,15,3
59,111,0,0,631,6,7,3
261,16,0,1,1123,28,15,3
265,111,0,0,422,7,15,3
111,100,0,0,834,18,5,3
225,96,0,0,1732,35,16,4
199,107,1,0,1112,27,19,0
265,67,0,0,711,20,15,3
64,111,0,0,215,3,6,3
265,111,0,0,431,7,15,3
85,96,0,0,414,8,18,5
113,96,0,0,1121,26,11,1
238,105,0,0,614,17,8,6
265,111,0,0,2511,36,15,3
113,96,0,0,1632,38,11,1
238,74,0,0,1832,42,8,6
96,111,0,1,2532,37,9,6
10,16,0,0,1533,28,3,6
238,107,0,0,932,16,9,6
80,16,0,0,923,14,11,1
238,96,0,0,813,13,8,6
197,111,1,0,723,20,19,0
265,111,0,0,1233,28,15,3
285,96,0,0,2212,19,24,2
261,43,0,0,424,10,15,3
265,6,0,0,1654,41,15,3
265,111,0,0,1812,43,15,3
9,16,0,0,321,20,2,6
238,69,0,0,1834,42,9,6
238,104,0,0,324,5,9,6
8,50,0,0,731,6,3,6
116,96,0,0,1631,38,12,1
111,85,0,0,133,3,5,3
203,111,1,0,722,6,19,0
59,111,0,0,432,10,7,3
59,90,0,0,2211,19,7,3
238,107,1,0,1824,27,8,6
238,45,0,0,1121,27,8,6
96,16,0,1,133,4,9,6
198,111,1,0,1732,30,19,0
265,111,0,0,612,17,15,3
261,16,0,1,533,10,15,3
10,108,0,0,1423,26,3,6
238,85,0,0,1133,24,9,6
238,111,0,0,122,42,8,6
96,96,0,1,511,9,9,6
269,96,0,0,1932,43,5,3
238,96,0,1,523,9,8,6
276,111,1,0,623,6,16,4
238,85,0,0,612,17,8,6
265,111,0,0,1823,27,15,3
265,122,0,0,614,17,15,3
247,96,0,0,523,9,8,2
238,47,0,0,321,6,9,6
198,31,1,0,1834,42,19,0
238,43,0,0,114,42,8,6
96,96,0,1,833,23,9,6
203,107,1,0,1123,28,19,0
271,107,1,0,1531,37,16,4
248,14,1,0,825,16,7,3
288,16,0,1,1123,28,24,2
238,106,0,0,1722,39,9,6
42,111,0,0,214,4,7,3
108,96,0,0,1925,46,12,1
5,111,0,0,1634,31,3,6
265,111,0,0,421,7,15,3
111,43,0,0,915,11,5,3
247,96,0,0,1423,26,8,2
238,107,0,0,111,34,9,6
238,111,0,0,411,8,8,6
96,16,0,1,1433,1,9,6
238,90,0,0,1432,32,9,6
